Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-19 00:00:00-04:00,41.04816381391881,41.06534995707915,39.544410705566406,39.544410705566406,30464600,0.0,0.0
2020-06-22 00:00:00-04:00,39.552997154554696,39.65611400052413,38.9944623228658,39.30380630493164,20876200,0.0,0.0
2020-06-23 00:00:00-04:00,39.52723195733424,39.77642616289703,39.16633271721343,39.21788787841797,14675300,0.0,0.0
2020-06-24 00:00:00-04:00,38.98587613615918,39.04602600383017,38.23829686801832,38.367191314697266,17631800,0.0,0.0
2020-06-25 00:00:00-04:00,38.212516618044816,38.650751805852494,37.83442801578076,38.6077880859375,13829700,0.0,0.0
2020-06-26 00:00:00-04:00,38.59919630878819,38.6765323216815,37.387600958741025,37.43915939331055,21955100,0.0,0.0
2020-06-29 00:00:00-04:00,37.80864082235103,38.29843431622509,37.42196088562917,38.117984771728516,17603900,0.0,0.0
2020-06-30 00:00:00-04:00,38.023473322818155,38.52186166519767,37.84302372764839,38.392967224121094,23679800,0.0,0.0
2020-07-01 00:00:00-04:00,38.60778584747825,39.12335701240905,38.41874155730691,38.51326370239258,14316500,0.0,0.0
2020-07-02 00:00:00-04:00,38.91713088750932,39.03743061064869,38.49607857859992,38.564823150634766,15111900,0.0,0.0
2020-07-06 00:00:00-04:00,38.78824168275023,38.899949988404884,38.33282030435198,38.865577697753906,15146000,0.0,0.0
2020-07-07 00:00:00-04:00,38.66793907622054,39.0975828437341,38.49608091363075,38.848388671875,13043600,0.0,0.0
2020-07-08 00:00:00-04:00,38.78823442262872,38.82260670684612,38.212513412633704,38.728084564208984,13851200,0.0,0.0
2020-07-09 00:00:00-04:00,38.7108989666208,38.7108989666208,37.6625705066154,37.7313117980957,16087100,0.0,0.0
2020-07-10 00:00:00-04:00,37.70553748897736,38.88276047960248,37.68835134513853,38.79683303833008,15627800,0.0,0.0
2020-07-13 00:00:00-04:00,39.12336238186796,39.25225682975145,38.63356872458585,38.88276290893555,16705300,0.0,0.0
2020-07-14 00:00:00-04:00,38.59059323353854,39.47565812015482,38.38436283539677,39.41550827026367,17080100,0.0,0.0
2020-07-15 00:00:00-04:00,39.78501044567762,40.549775793351046,39.69908300716754,39.870941162109375,23738000,0.0,0.0
2020-07-16 00:00:00-04:00,39.750646821477275,40.12014078784894,39.47567502481776,39.6561279296875,13306100,0.0,0.0
2020-07-17 00:00:00-04:00,39.93108892939227,40.30917422808814,39.638931064697715,40.23183822631836,13899800,0.0,0.0
2020-07-20 00:00:00-04:00,40.14590734021605,40.24042947624253,39.39832496141811,39.630332946777344,16633200,0.0,0.0
2020-07-21 00:00:00-04:00,40.83334040725322,41.23720656154446,40.32636067579539,40.55836868286133,25681500,0.0,0.0
2020-07-22 00:00:00-04:00,41.18564907355186,41.69262881657521,40.412289032356384,41.65825653076172,29831200,0.0,0.0
2020-07-23 00:00:00-04:00,41.649671161365916,41.73559861048682,41.271582518220995,41.48640441894531,15935000,0.0,0.0
2020-07-24 00:00:00-04:00,41.58952646279907,41.933239579943354,41.305959945180625,41.66686248779297,16196800,0.0,0.0
2020-07-27 00:00:00-04:00,41.40047094300376,41.684034106161036,41.40047094300376,41.65825653076172,17346500,0.0,0.0
2020-07-28 00:00:00-04:00,41.537960425645075,42.345689545073064,41.33172997072629,41.400474548339844,13872700,0.0,0.0
2020-07-29 00:00:00-04:00,41.366094985160494,41.675438974178505,41.091123278904774,41.26298141479492,13758100,0.0,0.0
2020-07-30 00:00:00-04:00,40.962233564895776,41.4434357451038,40.5583706687514,40.97941970825195,17276500,0.0,0.0
2020-07-31 00:00:00-04:00,40.76459396664255,41.04816038824062,40.15450068601331,40.59273910522461,14849200,0.0,0.0
2020-08-03 00:00:00-04:00,40.506816819173345,40.69586113954669,39.72486523661367,39.78501510620117,14137500,0.0,0.0
2020-08-04 00:00:00-04:00,39.77642319290519,40.26621685531037,39.716273324042945,40.12013626098633,11717200,0.0,0.0
2020-08-05 00:00:00-04:00,40.3005897536543,40.618525247855736,40.223253738532655,40.5755615234375,10498700,0.0,0.0
2020-08-06 00:00:00-04:00,40.094361293134256,40.841940624760916,40.04280285449985,40.79897689819336,10745000,0.0,0.0
2020-08-07 00:00:00-04:00,40.790380905800845,41.31454683394831,40.56696430794035,41.073944091796875,11669700,0.0,0.0
2020-08-10 00:00:00-04:00,41.29735730553452,41.48639832140024,40.95364100372517,41.00519943237305,11888000,0.0,0.0
2020-08-11 00:00:00-04:00,41.64107505183572,41.80434178877556,40.98801793784222,41.18565368652344,16531600,0.0,0.0
2020-08-12 00:00:00-04:00,41.50358330879274,41.83870489086996,41.348911305076875,41.615291595458984,9562200,0.0,0.0
2020-08-13 00:00:00-04:00,41.46921361398833,41.873079790906054,41.29735873505643,41.572330474853516,9882900,0.0,0.0
2020-08-14 00:00:00-04:00,41.53796227656558,41.83871162222149,41.271581943326034,41.632484436035156,10075800,0.0,0.0
2020-08-17 00:00:00-04:00,41.52076878581374,41.89026264677801,41.41765521096276,41.426246643066406,9102400,0.0,0.0
2020-08-18 00:00:00-04:00,41.41765986838586,41.67544547346209,41.21142941757179,41.6067008972168,9829000,0.0,0.0
2020-08-19 00:00:00-04:00,41.348914336711296,41.57233092642431,40.57555753935219,40.70444869995117,17371000,0.0,0.0
2020-08-20 00:00:00-04:00,40.61851457395435,40.902077702936474,40.46384258435639,40.687255859375,11308700,0.0,0.0
2020-08-21 00:00:00-04:00,40.67867559364087,40.816161480141304,40.36074009571901,40.62711715698242,14734100,0.0,0.0
2020-08-24 00:00:00-04:00,40.75601559672794,41.22862317293709,40.54119367318538,41.22003173828125,9257700,0.0,0.0
2020-08-25 00:00:00-04:00,41.24580066801393,41.28876438812543,40.94505134931168,41.16846466064453,7827800,0.0,0.0
2020-08-26 00:00:00-04:00,41.03956921416954,41.40047166566767,40.79037833247601,41.38328552246094,10124200,0.0,0.0
2020-08-27 00:00:00-04:00,41.46062562854909,41.95041928565778,41.4176619052438,41.44343948364258,10931600,0.0,0.0
2020-08-28 00:00:00-04:00,41.89026252052036,42.83547738930199,41.70121823559546,42.818294525146484,16420300,0.0,0.0
2020-08-31 00:00:00-04:00,42.79252058133565,43.0245286199467,42.40584051698391,42.56051254272461,18510800,0.0,0.0
2020-09-01 00:00:00-04:00,42.37146526042815,42.405834267143646,41.95900767854895,42.20819854736328,12588400,0.0,0.0
2020-09-02 00:00:00-04:00,42.41443625143714,44.133011442967515,42.41443625143714,43.98693084716797,26332600,0.0,0.0
2020-09-03 00:00:00-04:00,44.16736557826087,44.80323630211261,43.050289540608745,43.3768196105957,22289400,0.0,0.0
2020-09-04 00:00:00-04:00,43.772105322048716,44.22752993906287,43.204975686942845,43.858036041259766,21019500,0.0,0.0
2020-09-08 00:00:00-04:00,43.76351034575499,43.85803249027323,42.414429303627266,42.801109313964844,17776700,0.0,0.0
2020-09-09 00:00:00-04:00,42.62065999880855,43.617433398328245,42.57769627807236,43.12763977050781,15252300,0.0,0.0
2020-09-10 00:00:00-04:00,43.265123852863326,43.54869029824447,42.92141082327842,42.96437454223633,15439500,0.0,0.0
2020-09-11 00:00:00-04:00,43.30809162939108,43.99552097885789,43.050302755159535,43.875221252441406,18272300,0.0,0.0
2020-09-14 00:00:00-04:00,44.15241777463162,44.37763955681935,43.80591916646753,43.92719268798828,10911700,0.41,0.0
2020-09-15 00:00:00-04:00,44.17840633229294,44.50757969687922,44.03980754264437,44.221717834472656,12838400,0.0,0.0
2020-09-16 00:00:00-04:00,44.13510073078606,44.568222419401316,43.95319041463715,43.99650192260742,15353900,0.0,0.0
2020-09-17 00:00:00-04:00,43.5027461226755,43.85790579688418,43.26019571518574,43.788604736328125,13287100,0.0,0.0
2020-09-18 00:00:00-04:00,43.961837602782275,44.31699714384822,43.49406553275731,43.70196533203125,23816600,0.0,0.0
2020-09-21 00:00:00-04:00,43.095604266617265,43.3294903546492,42.10808743123085,42.52388381958008,17514800,0.0,0.0
2020-09-22 00:00:00-04:00,42.54120603911457,43.346812516557435,42.506555516450085,43.01763916015625,13034600,0.0,0.0
2020-09-23 00:00:00-04:00,43.07827140393445,43.24285641264319,41.72693090186859,41.76158142089844,17121200,0.0,0.0
2020-09-24 00:00:00-04:00,41.76158595725744,42.53254191491231,41.19852983190946,42.1860466003418,16788100,0.0,0.0
2020-09-25 00:00:00-04:00,41.75292983468044,42.23802399238706,41.562355241606475,42.20337677001953,12603400,0.0,0.0
2020-09-28 00:00:00-04:00,42.71445466221718,43.06094996993204,42.56719159548522,42.6884651184082,11215700,0.0,0.0
2020-09-29 00:00:00-04:00,42.783756660494475,42.931019741884384,42.3679602671766,42.37662124633789,12426600,0.0,0.0
2020-09-30 00:00:00-04:00,42.67979928077623,42.98298305356453,42.35062596713801,42.766422271728516,15755900,0.0,0.0
2020-10-01 00:00:00-04:00,42.82705891677635,43.01763346173043,42.09075358219877,42.601837158203125,17577300,0.0,0.0
2020-10-02 00:00:00-04:00,42.23801879855761,42.94834129327263,42.056108511786356,42.75776672363281,13610100,0.0,0.0
2020-10-05 00:00:00-04:00,42.818404580696374,42.92235284658694,42.54986798065196,42.77509307861328,10628700,0.0,0.0
2020-10-06 00:00:00-04:00,42.92235270183785,43.07827675237577,42.29865980414195,42.393943786621094,10077400,0.0,0.0
2020-10-07 00:00:00-04:00,42.46323911136963,43.1042571843544,42.40260235593743,42.93101119995117,10135600,0.0,0.0
2020-10-08 00:00:00-04:00,43.06094990570971,43.77993336833176,42.91369014365304,43.71063232421875,12143900,0.0,0.0
2020-10-09 00:00:00-04:00,43.89254762184033,44.3776450726734,43.8319108535432,44.013824462890625,11407800,0.0,0.0
2020-10-12 00:00:00-04:00,44.03981351441099,44.63752025623358,44.031152534582944,44.25637435913086,11386500,0.0,0.0
2020-10-13 00:00:00-04:00,44.16974280731355,44.16974280731355,43.22553757462238,43.50273513793945,14365300,0.0,0.0
2020-10-14 00:00:00-04:00,43.355481847709115,43.73663106153789,43.008986467676834,43.41611862182617,10582100,0.0,0.0
2020-10-15 00:00:00-04:00,42.792425023452,43.424782305099804,42.70579870130115,43.30350875854492,9961700,0.0,0.0
2020-10-16 00:00:00-04:00,43.3034989931261,43.61534376917577,43.199547429987305,43.3381462097168,13569800,0.0,0.0
2020-10-19 00:00:00-04:00,43.3381421820765,43.72795224648096,42.84438386864927,42.98298263549805,9930400,0.0,0.0
2020-10-20 00:00:00-04:00,43.21687656196891,43.849233757661054,43.13025355604894,43.528724670410156,10970700,0.0,0.0
2020-10-21 00:00:00-04:00,43.27751920967151,43.68465466263973,43.11293415426936,43.30350875854492,12517400,0.0,0.0
2020-10-22 00:00:00-04:00,44.32566044899788,44.35164999055664,43.641330871117646,43.90120315551758,20189200,0.0,0.0
2020-10-23 00:00:00-04:00,44.17840392071138,44.33432796361152,43.71929607464744,43.76260757446289,13491300,0.0,0.0
2020-10-26 00:00:00-04:00,43.60668048222036,43.7539402321864,42.61916381587863,43.13890838623047,14696400,0.0,0.0
2020-10-27 00:00:00-04:00,43.14758194307339,43.56337834962369,42.922356824240254,43.22554397583008,13892100,0.0,0.0
2020-10-28 00:00:00-04:00,42.44592252919206,42.57586034851281,41.38910462512095,41.54502868652344,19886200,0.0,0.0
2020-10-29 00:00:00-04:00,41.34578500172268,41.99546736184615,40.973300184228805,41.59699630737305,15369900,0.0,0.0
2020-10-30 00:00:00-04:00,41.41509201408271,41.68362531348716,41.03394285964154,41.63165283203125,15804000,0.0,0.0
2020-11-02 00:00:00-05:00,42.22936136536978,42.40261068827275,41.7875787312004,42.11674880981445,15156100,0.0,0.0
2020-11-03 00:00:00-05:00,42.63649810623382,43.27751632514349,42.44592351466042,42.749107360839844,15285100,0.0,0.0
2020-11-04 00:00:00-05:00,42.81840288444921,43.49407154265505,42.51521907742241,42.593177795410156,12930800,0.0,0.0
2020-11-05 00:00:00-05:00,43.10426592546185,43.49407607832934,42.74044531908954,42.82706832885742,12452400,0.0,0.0
