Date,Open,High,Low,Close,Volume,SMA20,SMA50,EMA20,Daily_Return,RSI14
2024-06-03 00:00:00-04:00,60.45903444871816,60.82539544382488,60.20836872223632,60.67113876342773,9369000,,,60.67113876342773,,0.0
2024-06-04 00:00:00-04:00,60.93144267742925,61.673804041154646,60.68077329343416,61.64487838745117,11895600,,,60.76387587047758,0.016049470042424963,0.0
2024-06-05 00:00:00-04:00,61.69309346982923,61.77021997351864,61.076063051466605,61.62560272216797,9632500,,,60.84594509444809,-0.0003126888362412483,0.0
2024-06-06 00:00:00-04:00,61.6255998370933,62.04980845971838,61.54847333701466,61.84734725952149,8658500,,,60.941316729216986,0.003598253445945776,0.0
2024-06-07 00:00:00-04:00,61.7894947086179,61.914833083990665,61.5195501248742,61.61595916748047,9523100,,,61.00556839000399,-0.0037412775534265696,0.0
2024-06-10 00:00:00-04:00,61.64487701571543,61.69308521155879,61.09533741857573,61.30744171142578,15687100,,,61.0343182301394,-0.005007103033421889,0.0
2024-06-11 00:00:00-04:00,61.30744402378925,61.365291654321766,60.80610892581483,61.26887893676758,8396000,,,61.056657345056365,-0.0006290064237179926,0.0
2024-06-12 00:00:00-04:00,61.403855246300296,61.403855246300296,60.43975010310204,60.62293243408203,9569600,,,61.01535021067786,-0.010542815763810442,0.0
2024-06-13 00:00:00-04:00,60.60365013386793,60.7771893545638,60.208367170676055,60.72898483276367,9668900,,,60.98807731754317,0.0017493775774861664,0.0
2024-06-14 00:00:00-04:00,60.60753342869302,60.908722705281335,60.32577260982123,60.77270126342773,8179200,,,60.96756531238932,0.0007198610479730583,0.0
2024-06-17 00:00:00-04:00,60.5978170040956,61.11276009777159,60.41321700073638,60.84071350097656,10532700,,,60.95548418749287,0.0011191248066138026,0.0
2024-06-18 00:00:00-04:00,60.75326871541199,61.0350295325029,60.66582583101503,60.85042953491211,10651700,,,60.945478982485184,0.00015969625233580587,0.0
2024-06-20 00:00:00-04:00,60.62696956385015,60.9573089612635,60.189755110463885,60.4132194519043,13306300,,,60.89478759862034,-0.007184995838968922,0.0
2024-06-21 00:00:00-04:00,60.41321811851234,61.30707546454549,60.41321811851234,60.986454010009766,28282200,,,60.903517733038385,0.009488561664253492,54.28753420877371
2024-06-24 00:00:00-04:00,61.20020515205584,62.23979819270836,61.12247649127442,62.15235900878906,13212500,,,61.02245499739559,0.01911744202389487,65.29231573864831
2024-06-25 00:00:00-04:00,62.12320386471277,62.24951107507576,61.70542161269431,62.02604675292969,10546800,,,61.118035164589315,-0.002032300267822751,54.769858538257274
2024-06-26 00:00:00-04:00,61.59855111146357,62.28837625091769,61.43337957161458,62.23008346557617,9402500,,,61.22394452658806,0.003289532758056213,57.23001674491604
2024-06-27 00:00:00-04:00,62.23008413912903,62.44382682523226,61.81229817059054,62.09405899047852,8494100,,,61.30681257076811,-0.002185831474465161,53.01262176443844
2024-06-28 00:00:00-04:00,62.084346235015545,62.239796138835565,61.71514252110033,61.84144973754883,17358800,,,61.357730396175796,-0.004068171046257896,52.73929117927016
2024-07-01 00:00:00-04:00,62.21065364946039,62.472986034251456,61.32651049144551,61.481964111328125,10033400,61.351132202148435,,61.36956217857126,-0.005813020680245029,52.09418955093252
2024-07-02 00:00:00-04:00,61.462527013885946,61.57911999917264,61.07389484851604,61.355655670166016,8878200,61.385358047485354,,61.368237749199324,-0.0020543982774101632,51.01980615254952
2024-07-03 00:00:00-04:00,61.394519125228086,61.86087996897517,61.1419083913967,61.53054428100586,9154200,61.37964134216308,,61.38369551413328,0.0028504073329442825,61.994303430544704
2024-07-05 00:00:00-04:00,61.53054372212124,61.977472396697735,61.20991856015995,61.94832229614258,11735500,61.39577732086182,,61.43746949337226,0.006789766286297683,64.88726104800745
2024-07-08 00:00:00-04:00,61.78315506955716,61.78315506955716,61.05446555562449,61.17105484008789,11235100,61.361962699890135,,61.41209666924994,-0.012547029963765222,54.12477742017548
2024-07-09 00:00:00-04:00,61.26821523139108,61.43338307435112,60.81156861987908,60.90872573852539,11657500,61.32660102844238,,61.3641565806095,-0.004288451494718792,50.676993902536275
2024-07-10 00:00:00-04:00,60.93787516051843,61.07389660763105,60.52009288364027,61.04475021362305,11930400,61.313466453552245,,61.3337369266108,0.0022332510399509786,51.88682320311018
2024-07-11 00:00:00-04:00,60.86014304032156,61.65684321922145,60.62696448890544,61.307071685791016,11431600,61.315376091003415,,61.331197379866055,0.004297199533948248,58.98429651805694
2024-07-12 00:00:00-04:00,61.65684383248759,62.28837618594141,61.588833112122565,61.8900260925293,9201500,61.37873077392578,,61.38441916202446,0.009508762867129317,59.06428183286264
2024-07-15 00:00:00-04:00,61.97747245931052,62.123208137007566,61.54997224293025,61.60826873779297,8207500,61.42269496917724,,61.40573816924051,-0.004552548650005206,43.364910831249254
2024-07-16 00:00:00-04:00,61.62769614088811,62.48268909497191,61.58883181398261,62.443824768066406,9025100,61.50625114440918,,61.504603559604874,0.01356240075223658,54.34340149436046
2024-07-17 00:00:00-04:00,62.63815273965465,63.53201011107492,62.57985994970516,63.35712432861328,12508200,61.63207168579102,,61.68103410903424,0.014625938816834605,60.211285373502854
2024-07-18 00:00:00-04:00,62.95877811430942,63.940074673844535,62.88104945238192,63.33769607543945,11128200,61.756435012817384,,61.83881143916807,-0.00030664670121482995,61.51087773214389
2024-07-19 00:00:00-04:00,63.77490239191998,63.77490239191998,62.97820219409722,63.43484878540039,13775700,61.90751647949219,,61.9908149959521,0.001533884495028337,65.18520349699568
2024-07-22 00:00:00-04:00,63.39598719682225,63.43485152676298,62.49241191038601,62.92962265014648,11794200,62.00467491149902,,62.08022524873252,-0.007964488682917659,63.42340634300554
2024-07-23 00:00:00-04:00,63.5708700703956,64.1635381028372,63.00734843092447,63.11422348022461,11810300,62.0527681350708,,62.178701270779385,0.0029334488640493372,66.1319197837683
2024-07-24 00:00:00-04:00,63.24052801287083,64.09552842113742,62.98792099462187,63.94007110595703,13244600,62.14846935272217,,62.346450778891544,0.013084968493531024,69.74522392548087
2024-07-25 00:00:00-04:00,64.1635339677946,64.98938050339056,63.98864820862976,64.19268035888672,16328600,62.246599197387695,,62.522282167462514,0.003950718986706736,68.90344014368466
2024-07-26 00:00:00-04:00,64.19268651669356,65.20313684295186,64.13439372891749,65.14484405517578,13530100,62.39913845062256,,62.77204996629235,0.014832901367659579,82.51197072719468
2024-07-29 00:00:00-04:00,64.9796661588936,65.12540553501832,64.50359111532461,64.93109130859375,12140200,62.55362052917481,,62.97767295127343,-0.003281192083305795,83.17308448567569
2024-07-30 00:00:00-04:00,64.59104247909495,65.90268213591779,64.47444948705684,65.75694274902344,13258000,62.76736946105957,,63.24236531296391,0.01271889050046493,84.89209567868622
